Id,Label,Weighted Degree,Eccentricity,Closeness Centrality,Betweenness Centrality,Authority,Hub,Modularity Class,PageRank,Component ID
SAU,SAU,36.0,4.0,2.142857142857143,41.55026376223267,0.011670314,0.011670314,0,0.011643083298672266,0
GBR,GBR,345.0,4.0,1.6103896103896105,1604.9860158433348,0.045222465,0.045222465,0,0.043936828488383935,0
DEU,DEU,150.0,3.0,1.8311688311688312,390.31564275322927,0.024799416,0.024799416,0,0.023398824894323357,0
ZAF,ZAF,23.0,4.0,2.1363636363636362,176.8243995491933,0.0094821295,0.0094821295,0,0.00966125896254009,0
CHN,CHN,356.0,4.0,1.6948051948051948,1398.2548971781937,0.037928518,0.037928518,0,0.03692147422038361,0
RUS,RUS,421.0,4.0,1.8246753246753247,1120.6104453937792,0.026258206,0.026258206,1,0.025085323842604777,0
UKR,UKR,282.0,4.0,1.9675324675324675,122.13876191918233,0.01750547,0.01750547,1,0.016829488755546795,0
TUN,TUN,21.0,4.0,2.2987012987012987,3.1543784431942328,0.005835157,0.005835157,2,0.006190822947389185,0
USA,USA,1045.0,3.0,1.4350649350649352,3469.8172863419704,0.053975202,0.053975202,0,0.05221260761818336,0
ISL,ISL,2.0,5.0,2.5779220779220777,0.0,0.0,0.0,0,0.0,0
SYR,SYR,379.0,4.0,1.8116883116883118,410.00286166862327,0.029175784,0.029175784,3,0.027452707918007142,0
NGA,NGA,46.0,4.0,1.9545454545454546,298.8882477439275,0.018234866,0.018234866,0,0.017537315951474734,0
BRA,BRA,27.0,4.0,2.1298701298701297,129.70771727683632,0.0094821295,0.0094821295,0,0.009554577385511541,0
SLE,SLE,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
EGY,EGY,93.0,4.0,1.922077922077922,167.49952586496553,0.021881837,0.021881837,2,0.020642734118428995,0
AUS,AUS,116.0,4.0,1.9025974025974026,706.6734924043012,0.024070023,0.024070023,2,0.023264998948496294,0
FRA,FRA,293.0,4.0,1.7272727272727273,1364.4985782569013,0.034281548,0.034281548,0,0.03284592322564171,0
CMR,CMR,6.0,4.0,2.292207792207792,0.6111111111111112,0.0043763677,0.0043763677,0,0.004950362147474128,0
IRN,IRN,186.0,4.0,1.9415584415584415,99.1729754800325,0.02042305,0.02042305,3,0.01911306359919082,0
JPN,JPN,126.0,4.0,1.9675324675324675,65.17122590643889,0.01604668,0.01604668,0,0.01550864235674198,0
ISR,ISR,177.0,4.0,1.9805194805194806,55.49376213700588,0.018234866,0.018234866,3,0.01707278641722135,0
LBY,LBY,57.0,4.0,2.1623376623376624,22.613126667239772,0.010940919,0.010940919,2,0.011208573946811046,0
HUN,HUN,13.0,4.0,2.227272727272727,0.0,0.0,0.0,0,0.0,0
KHM,KHM,13.0,4.0,2.3701298701298703,12.688725750202392,0.0051057623,0.0051057623,2,0.005667293691945985,0
IND,IND,146.0,3.0,1.87012987012987,341.3565749706053,0.022611232,0.022611232,0,0.022033285287214776,0
PAK,PAK,42.0,4.0,2.155844155844156,31.183731621685915,0.008752735,0.008752735,0,0.008526619826395354,0
IDN,IDN,50.0,4.0,2.090909090909091,243.10682895372904,0.00802334,0.00802334,2,0.008380778566459834,0
UGA,UGA,38.0,4.0,2.0454545454545454,190.23698611907292,0.011670314,0.011670314,4,0.011602358383920349,0
MDV,MDV,6.0,4.0,2.3896103896103895,1.2275996363457664,0.0043763677,0.0043763677,0,0.004882362688858665,0
VAT,VAT,62.0,4.0,1.9870129870129871,117.28426480305559,0.016776076,0.016776076,0,0.015705063170159864,0
SOM,SOM,21.0,4.0,2.272727272727273,3.5950094831673773,0.0065645515,0.0065645515,0,0.006854575768973605,0
TUR,TUR,58.0,4.0,2.0064935064935066,180.19312001427903,0.015317286,0.015317286,1,0.014591987093477062,0
MYS,MYS,5.0,4.0,2.3051948051948052,1.8030556374596625,0.0043763677,0.0043763677,0,0.0050787570981256375,0
AFG,AFG,79.0,4.0,2.090909090909091,26.06199484185418,0.010211525,0.010211525,0,0.010044384958119334,0
MLI,MLI,13.0,4.0,2.5324675324675323,7.09587967832911,0.0051057623,0.0051057623,0,0.00586282607146628,0
PRT,PRT,8.0,4.0,2.383116883116883,8.61055295739119,0.005835157,0.005835157,0,0.00645430004044758,0
BGD,BGD,8.0,4.0,2.2857142857142856,4.219956731721436,0.0051057623,0.0051057623,0,0.005665850117791836,0
THA,THA,15.0,4.0,2.188311688311688,2.8784005023707535,0.0065645515,0.0065645515,0,0.006828799863010223,0
CAF,CAF,35.0,4.0,2.2337662337662336,133.69709764122993,0.007293946,0.007293946,0,0.00791508834408873,0
BEL,BEL,39.0,4.0,2.0584415584415585,177.12539741369838,0.013129103,0.013129103,1,0.012979194542072178,0
CHE,CHE,149.0,4.0,1.974025974025974,334.8081054511789,0.01604668,0.01604668,3,0.015012633065108971,0
PHL,PHL,30.0,4.0,2.1623376623376624,10.741925572296417,0.00802334,0.00802334,0,0.008199130559986856,0
SDN,SDN,192.0,4.0,2.0779220779220777,68.74489545202567,0.011670314,0.011670314,4,0.011831928231006362,0
ESP,ESP,34.0,4.0,2.012987012987013,81.75718568701106,0.013858497,0.013858497,0,0.013558500119444565,0
GRC,GRC,20.0,4.0,2.1233766233766236,162.10061747107432,0.008752735,0.008752735,1,0.008609198666479202,0
CHL,CHL,27.0,4.0,2.0844155844155843,395.65769065135703,0.010211525,0.010211525,0,0.010809180833361003,0
VEN,VEN,36.0,4.0,2.2337662337662336,172.6053154407678,0.007293946,0.007293946,0,0.0076740188192164814,0
MEX,MEX,47.0,4.0,2.1818181818181817,206.14852516830138,0.008752735,0.008752735,0,0.00935179861169276,0
URY,URY,4.0,4.0,2.3896103896103895,0.4,0.0,0.0,0,0.0,0
PSE,PSE,126.0,4.0,2.188311688311688,18.475474634584536,0.010211525,0.010211525,3,0.010099912927680447,0
VIR,VIR,6.0,5.0,2.4805194805194803,0.0,0.0,0.0,0,0.0,0
SSD,SSD,179.0,4.0,2.1818181818181817,22.59888754879907,0.008752735,0.008752735,4,0.009156879423466434,0
DNK,DNK,21.0,4.0,2.220779220779221,3.1531656309520084,0.005835157,0.005835157,0,0.006118582496128979,0
ETH,ETH,42.0,5.0,2.3051948051948052,15.175957558259574,0.00802334,0.00802334,4,0.008273047373484277,0
LBN,LBN,46.0,4.0,2.1493506493506493,7.298170997572133,0.008752735,0.008752735,3,0.008558188455613108,0
SLV,SLV,11.0,5.0,2.8766233766233764,51.50892361837304,0.0029175784,0.0029175784,0,0.0040657168276470625,0
COG,COG,9.0,4.0,2.279220779220779,3.5768408340499125,0.0051057623,0.0051057623,0,0.005666300934573249,0
CAN,CAN,77.0,4.0,1.9415584415584415,135.7602068136447,0.02042305,0.02042305,0,0.019593526967914218,0
VNM,VNM,1.0,6.0,3.7987012987012987,0.0,0.0,0.0,0,0.0,0
NLD,NLD,24.0,4.0,2.038961038961039,72.03828636954685,0.011670314,0.011670314,0,0.01131048902301622,0
IRQ,IRQ,48.0,4.0,2.1493506493506493,14.951074450145658,0.0065645515,0.0065645515,0,0.006695513211767001,0
NER,NER,9.0,4.0,2.292207792207792,66.58118153632857,0.003646973,0.003646973,0,0.004205922384173289,0
KOR,KOR,44.0,4.0,2.0974025974025974,22.052477599553786,0.008752735,0.008752735,0,0.008716865224583084,0
PRK,PRK,48.0,4.0,2.175324675324675,17.402355977355978,0.0065645515,0.0065645515,0,0.006907062139621909,0
KEN,KEN,25.0,4.0,2.207792207792208,157.4835659340414,0.007293946,0.007293946,0,0.007593398493780261,0
CUB,CUB,37.0,3.0,2.0974025974025974,46.97652332783326,0.010211525,0.010211525,0,0.01055751866594813,0
AUT,AUT,14.0,4.0,2.396103896103896,0.0,0.0051057623,0.0051057623,1,0.00533541312489817,0
GIN,GIN,10.0,4.0,2.7467532467532467,155.87960044341622,0.0,0.0,0,0.0,0
BEN,BEN,4.0,5.0,2.896103896103896,0.2777777777777778,0.0,0.0,0,0.0,0
ITA,ITA,65.0,3.0,1.9675324675324675,74.77375240000579,0.01750547,0.01750547,0,0.016670845206614195,0
COL,COL,12.0,4.0,2.4285714285714284,27.892470929908445,0.0051057623,0.0051057623,0,0.0058404690804727735,0
ARG,ARG,27.0,4.0,2.103896103896104,54.57037623694897,0.008752735,0.008752735,0,0.008690706620183989,0
MAR,MAR,17.0,4.0,2.4805194805194803,155.8766130927895,0.0051057623,0.0051057623,0,0.005587767371426835,0
NOR,NOR,12.0,4.0,2.142857142857143,136.86218504854142,0.007293946,0.007293946,3,0.007523164021172698,0
SGP,SGP,14.0,4.0,2.142857142857143,64.75147405054527,0.007293946,0.007293946,2,0.007616361799757363,0
ECU,ECU,3.0,4.0,2.5259740259740258,1.3303661802885407,0.0,0.0,0,0.0,0
NZL,NZL,23.0,4.0,2.175324675324675,9.975530605746648,0.00802334,0.00802334,2,0.00828487735519769,0
WSM,WSM,3.0,4.0,2.4285714285714284,0.0,0.0,0.0,0,0.0,0
POL,POL,22.0,4.0,2.1103896103896105,12.81316455359885,0.0094821295,0.0094821295,0,0.00926727346640126,0
JAM,JAM,11.0,4.0,2.207792207792208,0.0,0.0043763677,0.0043763677,0,0.004747900375313584,0
MMR,MMR,10.0,4.0,2.2532467532467533,1.6535714285714287,0.0051057623,0.0051057623,0,0.005589378101341644,0
GAB,GAB,1.0,5.0,2.720779220779221,0.0,0.0,0.0,0,0.0,0
BHR,BHR,4.0,4.0,2.4025974025974026,0.325,0.0,0.0,0,0.0,0
BRB,BRB,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DZA,DZA,10.0,4.0,2.331168831168831,12.415989759360404,0.005835157,0.005835157,0,0.006482100875795559,0
YEM,YEM,25.0,4.0,2.1948051948051948,4.087171385447247,0.007293946,0.007293946,0,0.007356992942691806,0
ZWE,ZWE,9.0,4.0,2.324675324675325,0.0,0.0,0.0,0,0.0,0
PAN,PAN,7.0,4.0,2.4025974025974026,1.0,0.0,0.0,0,0.0,0
RWA,RWA,28.0,4.0,2.142857142857143,93.43937517402979,0.008752735,0.008752735,0,0.008944096682427545,0
ARE,ARE,11.0,4.0,2.3506493506493507,0.46150793650793653,0.0051057623,0.0051057623,0,0.005516510041516055,0
LKA,LKA,14.0,4.0,2.25974025974026,0.2261904761904762,0.0043763677,0.0043763677,0,0.00485267522757327,0
BIH,BIH,3.0,4.0,2.655844155844156,0.22549019607843135,0.0,0.0,0,0.0,0
BOL,BOL,15.0,4.0,2.207792207792208,49.811341937044,0.008752735,0.008752735,0,0.0090909186734344,0
GTM,GTM,3.0,4.0,2.4285714285714284,0.0,0.0,0.0,0,0.0,0
HKG,HKG,15.0,5.0,2.4220779220779223,3.8883458646616536,0.0043763677,0.0043763677,0,0.005273137027619626,0
NPL,NPL,8.0,4.0,2.383116883116883,0.19166666666666665,0.0,0.0,0,0.0,0
SVN,SVN,1.0,5.0,2.8181818181818183,0.0,0.0,0.0,0,0.0,0
SEN,SEN,15.0,3.0,2.2662337662337664,28.454998267489614,0.0051057623,0.0051057623,1,0.005575497455045305,0
QAT,QAT,27.0,4.0,2.175324675324675,22.320424954963006,0.008752735,0.008752735,0,0.008896786955256366,0
HTI,HTI,9.0,4.0,2.3896103896103895,66.36059300531807,0.0,0.0,0,0.0,0
MHL,MHL,3.0,5.0,3.116883116883117,0.0,0.0,0.0,0,0.0,0
IRL,IRL,16.0,4.0,2.142857142857143,3.970933826522061,0.007293946,0.007293946,0,0.0073689284670515115,0
ESH,ESH,2.0,5.0,3.4740259740259742,0.0,0.0,0.0,0,0.0,0
BDI,BDI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KWT,KWT,14.0,4.0,2.155844155844156,18.511320391680556,0.00802334,0.00802334,0,0.008122070183779327,0
CZE,CZE,29.0,4.0,2.3376623376623376,3.5128770357401384,0.0043763677,0.0043763677,3,0.004978110891860233,0
DMA,DMA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FIN,FIN,8.0,4.0,2.2857142857142856,2.7030557162136115,0.0051057623,0.0051057623,1,0.005622416220050213,0
LVA,LVA,3.0,4.0,2.3376623376623376,0.0,0.0,0.0,0,0.0,0
JOR,JOR,31.0,4.0,2.3376623376623376,1.440166227781435,0.005835157,0.005835157,3,0.006134744612498473,0
MNE,MNE,2.0,5.0,2.961038961038961,0.0,0.0,0.0,0,0.0,0
MRT,MRT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
CYP,CYP,9.0,4.0,2.188311688311688,2.3112393282671917,0.0065645515,0.0065645515,1,0.006648329572411043,0
SWE,SWE,11.0,4.0,2.2142857142857144,11.529830797222102,0.007293946,0.007293946,3,0.007589341919712152,0
AZE,AZE,2.0,5.0,2.9025974025974026,0.0,0.0,0.0,0,0.0,0
LTU,LTU,5.0,4.0,2.357142857142857,0.3051948051948052,0.0,0.0,0,0.0,0
GHA,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BFA,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GUY,GUY,2.0,4.0,2.4285714285714284,0.0,0.0,0.0,0,0.0,0
MDG,MDG,1.0,5.0,2.720779220779221,0.0,0.0,0.0,0,0.0,0
ROU,ROU,21.0,4.0,2.292207792207792,2.8851668693048005,0.0,0.0,0,0.0,0
TLS,TLS,7.0,4.0,2.603896103896104,2.5725885225885223,0.0,0.0,0,0.0,0
NRU,NRU,3.0,5.0,2.896103896103896,0.0,0.0,0.0,0,0.0,0
LBR,LBR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
TON,TON,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PER,PER,11.0,4.0,2.74025974025974,0.8785981991864344,0.0,0.0,0,0.0,0
HND,HND,4.0,4.0,2.383116883116883,0.0,0.0,0.0,0,0.0,0
TWN,TWN,21.0,4.0,2.409090909090909,40.17581361553687,0.0043763677,0.0043763677,0,0.005591054076956224,0
ZMB,ZMB,1.0,5.0,2.688311688311688,0.0,0.0,0.0,0,0.0,0
DOM,DOM,4.0,5.0,3.051948051948052,154.281045751634,0.0,0.0,0,0.0,0
BGR,BGR,14.0,4.0,2.396103896103896,2.16468253968254,0.003646973,0.003646973,0,0.004131903884840551,0
CRI,CRI,8.0,5.0,3.2857142857142856,2.033333333333333,0.0,0.0,0,0.0,0
XK,XK,3.0,5.0,2.7012987012987013,21.477020202020203,0.0,0.0,0,0.0,0
GRL,GRL,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MAC,MAC,1.0,5.0,2.688311688311688,0.0,0.0,0.0,0,0.0,0
PNG,PNG,9.0,5.0,2.811688311688312,2.5714285714285707,0.0,0.0,0,0.0,0
FLK,FLK,4.0,5.0,2.564935064935065,0.0,0.0,0.0,0,0.0,0
BRN,BRN,2.0,5.0,3.0844155844155843,0.0,0.0,0.0,0,0.0,0
TZA,TZA,2.0,4.0,2.5584415584415585,0.0,0.0,0.0,0,0.0,0
TGO,TGO,2.0,5.0,2.8051948051948052,153.0,0.0,0.0,0,0.0,0
BHS,BHS,1.0,6.0,4.045454545454546,0.0,0.0,0.0,0,0.0,0
MKD,MKD,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MCO,MCO,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
HRV,HRV,6.0,4.0,2.7142857142857144,6.845870795870796,0.0,0.0,0,0.0,0
SRB,SRB,3.0,5.0,3.0844155844155843,1.5833333333333333,0.0,0.0,0,0.0,0
GEO,GEO,8.0,4.0,2.2662337662337664,0.0,0.0,0.0,0,0.0,0
TCD,TCD,3.0,5.0,3.1818181818181817,0.5416666666666666,0.0,0.0,0,0.0,0
MWI,MWI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
"CXR ","CXR ",0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MOZ,MOZ,2.0,5.0,2.9740259740259742,0.3333333333333333,0.0,0.0,0,0.0,0
ARM,ARM,2.0,4.0,2.6363636363636362,0.0,0.0,0.0,0,0.0,0
NIC,NIC,5.0,4.0,2.3766233766233764,122.27027128644777,0.0,0.0,0,0.0,0
LUX,LUX,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SYC,SYC,4.0,4.0,2.4285714285714284,0.0,0.0,0.0,0,0.0,0
NAM,NAM,2.0,4.0,2.331168831168831,0.0,0.0,0.0,0,0.0,0
GMB,GMB,2.0,4.0,2.564935064935065,1.0080918335713733,0.0,0.0,0,0.0,0
ALB,ALB,1.0,5.0,3.116883116883117,0.0,0.0,0.0,0,0.0,0
EST,EST,1.0,5.0,2.8181818181818183,0.0,0.0,0.0,0,0.0,0
KAZ,KAZ,7.0,4.0,2.5454545454545454,3.614003962602361,0.0,0.0,0,0.0,0
LAO,LAO,3.0,5.0,2.688311688311688,0.0,0.0,0.0,0,0.0,0
CIV,CIV,1.0,5.0,2.720779220779221,0.0,0.0,0.0,0,0.0,0
DJI,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PRY,PRY,1.0,5.0,3.227272727272727,0.0,0.0,0.0,0,0.0,0
MNG,MNG,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
FJI,FJI,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SVK,SVK,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
LCA,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SUR,SUR,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BLR,BLR,4.0,5.0,2.5324675324675323,3.971973859473859,0.0,0.0,0,0.0,0
UZB,UZB,3.0,4.0,2.7532467532467533,0.2949346405228758,0.0,0.0,0,0.0,0
ERI,ERI,5.0,5.0,2.5324675324675323,0.0,0.0,0.0,0,0.0,0
TKM,TKM,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GNB,GNB,1.0,5.0,3.74025974025974,0.0,0.0,0.0,0,0.0,0
AGO,AGO,2.0,5.0,2.7467532467532467,0.0,0.0,0.0,0,0.0,0
GRD,GRD,2.0,5.0,3.2012987012987013,0.0,0.0,0.0,0,0.0,0
COD,COD,1.0,5.0,3.038961038961039,0.0,0.0,0.0,0,0.0,0
MLT,MLT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VUT,VUT,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BWA,BWA,1.0,5.0,3.1298701298701297,0.0,0.0,0.0,0,0.0,0
MDA,MDA,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BTN,BTN,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
PLW,PLW,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
